sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.526558697, 1.78311038
0.528307378, 1.78537226
0.527728498, 1.77850783
0.531909168, 1.78794098
0.533779025, 1.74584579
0.535218418, 1.7379595
0.540534675, 1.74657738
0.537087739, 1.74421799
0.535606861, 1.7298044
0.533565819, 1.73336792
0.533968449, 1.75055385
0.537840009, 1.74605989
0.535408378, 1.73068094
0.541126251, 1.74258196
0.54119122, 1.75752246
0.534956217, 1.74331224
0.541278422, 1.73332334
0.548152387, 1.72894287
0.546031833, 1.72630072
0.543860316, 1.713009
0.545216262, 1.7164793
0.544261336, 1.71023226
0.543850303, 1.70431542
0.542950809, 1.70076573
0.540854633, 1.69443631
0.540989637, 1.70091403
0.538179457, 1.71223986
0.536605537, 1.73001695
0.534251273, 1.74913418
0.536810637, 1.75896728
0.537076771, 1.757918
0.536642313, 1.75405121
0.536298394, 1.73163784
0.539466918, 1.73182225
0.540828288, 1.73508739
0.539682984, 1.73994744
0.542111754, 1.7440716
0.531822801, 1.7539407
0.538664103, 1.74737787
0.538193226, 1.75080788
0.536555886, 1.73680127
0.538931847, 1.73920727
0.538843334, 1.74331188
