sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.615368068, 2.8504355
0.613837659, 2.8526783
0.613030493, 2.85349631
0.612478554, 2.85348988
0.612886071, 2.85405493
0.617538095, 2.85758829
0.616013944, 2.86578035
0.614759088, 2.86727023
0.613371253, 2.87228847
0.614015877, 2.86807847
0.621811748, 2.86855006
0.617549777, 2.86518312
0.616233051, 2.86361361
0.615824878, 2.86777186
0.615674853, 2.86462021
0.614076912, 2.86575842
0.612887681, 2.86532259
0.612133801, 2.86505771
0.612616241, 2.86464715
0.611404419, 2.85875416
0.611957729, 2.86280823
0.610706508, 2.86074972
0.611462295, 2.86098742
0.610561371, 2.8621769
0.61152792, 2.86516118
0.611846447, 2.8659935
0.611186922, 2.86133623
0.611336946, 2.86462235
0.611411273, 2.86479306
0.610746384, 2.86295915
0.619220555, 2.86371756
0.616263926, 2.87011719
0.614400864, 2.86746669
0.614188015, 2.87201834
0.614057064, 2.87026
0.619889557, 2.88145566
0.616981804, 2.87409425
0.618606329, 2.8663888
0.615771711, 2.86417103
0.615670502, 2.85991454
0.61512357, 2.85892177
0.613851905, 2.85128164
0.618668735, 2.8576479
0.617444873, 2.86043072
0.617171705, 2.8633275
0.614454746, 2.86598706
0.615062654, 2.86643863
0.614447176, 2.85869455
0.612380147, 2.84955359
0.612600446, 2.85622478
0.611610711, 2.85452318
0.620377302, 2.84950852
0.620753586, 2.85264373
0.62116158, 2.8536706
0.617604673, 2.84723496
0.620030344, 2.84671664
0.619548321, 2.84125018
0.616447091, 2.85109401
0.618876338, 2.85952425
0.61610955, 2.86038208
0.617928207, 2.85872626
0.615061104, 2.86562586
0.614865839, 2.86770654
0.613072455, 2.86521125
0.613336563, 2.86138606
0.61214304, 2.86629772
0.617620945, 2.86545897
0.618125737, 2.86738658
0.619291604, 2.86607146
0.615221083, 2.86321282
0.618119597, 2.86539364
0.617231727, 2.86107802
0.614934146, 2.85784149
0.617675126, 2.86480856
0.615484595, 2.86415529
0.616822958, 2.85349345
0.616872907, 2.85766053
0.615310609, 2.85434937
0.615532041, 2.85313845
