sep=, 
InInfraredSpace, Bounding Box, FacePoint 0, FacePoint 1, FacePoint 2, FacePoint 3, FacePoint 4, FaceRotation, FaceProperty 0, FaceProperty 1, FaceProperty 2, FaceProperty 3, FaceProperty 4, FaceProperty 5, FaceProperty 6, FaceProperty 7, 
1, 54 76 275 297, 282.43103 58.7060699, 292.872314 59.445858, 287.353851 61.9155807, 283.13382 69.1099167, 290.357544 69.4825134, 0.167077333 -0.0126374625 -0.0350456908 0.985239744, 1, 3, 1, 1, 1, 1, 1, 1
1, 54 75 275 297, 282.488434 58.6957626, 292.577576 59.4714661, 287.399536 61.7541618, 283.081482 69.304184, 290.26532 69.7638397, 0.152150303 -0.0348899774 -0.0307219662 0.987263441, 1, 3, 1, 1, 1, 1, 1, 1
1, 52 74 275 297, 282.198425 58.8071556, 292.172791 59.3713722, 286.795593 62.3184509, 282.734711 69.4482117, 289.72757 69.6299438, 0.15214932 -0.0157482289 -0.0310888328 0.987742901, 1, 3, 1, 1, 1, 1, 1, 1
1, 54 76 275 296, 281.588104 58.9189911, 291.925537 59.4826431, 286.52655 62.0585175, 282.316498 69.1042099, 289.53714 69.5295792, 0.167869329 -0.029955171 -0.030261578 0.984889269, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 76 273 296, 281.327301 59.2934875, 291.681854 59.6930847, 286.275055 62.0801468, 282.013367 69.3291321, 289.205231 69.6015396, 0.158650666 -0.0158173963 -0.0295472387 0.986765802, 1, 3, 1, 1, 1, 1, 1, 1
1, 54 77 274 296, 281.317963 58.978672, 291.20401 59.4175873, 285.892883 61.8692131, 282.088623 69.2841034, 288.967224 69.650528, 0.15371567 -0.0102963988 -0.0282503199 0.987657487, 1, 3, 1, 1, 3, 1, 1, 1
1, 54 76 274 296, 280.95108 59.0499954, 291.194733 59.4133072, 285.788544 62.3129578, 281.983337 69.2121582, 288.955414 69.4379501, 0.161965027 -0.0311007649 -0.0173878055 0.986152947, 1, 3, 1, 1, 1, 1, 1, 1
1, 54 76 274 296, 280.6745 59.2389641, 290.883179 59.502655, 285.502594 62.0870056, 281.845306 69.1829224, 288.735107 69.5124969, 0.160434768 -0.0336809419 -0.0143281147 0.986367524, 1, 3, 1, 1, 2, 1, 1, 1
1, 54 76 274 296, 280.848969 59.1820526, 291.144531 59.5009041, 285.731781 62.1033325, 281.832153 69.2843018, 288.808228 69.438179, 0.167590395 -0.0333582386 -0.0182222538 0.985123694, 1, 3, 1, 1, 1, 1, 1, 1
1, 54 76 274 295, 280.467102 59.0474777, 290.589478 59.3826942, 285.42984 61.8198967, 281.343018 69.1881256, 288.871979 69.5206757, 0.15688996 -0.0209331978 -0.0150187667 0.987279952, 1, 3, 1, 1, 1, 1, 1, 1
1, 52 75 274 296, 280.522125 58.9684448, 290.635925 59.4779282, 285.474548 61.9479141, 281.788879 69.3069992, 288.61261 69.5895996, 0.16694206 -0.0118759992 -0.0177050438 0.985736251, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 75 273 295, 280.485413 59.2547455, 290.547974 59.5672417, 285.737915 62.0606041, 281.519348 69.3093262, 288.671967 69.5032043, 0.17063202 -0.00441527832 -0.0168807134 0.985180318, 1, 3, 1, 1, 1, 2, 1, 1
1, 53 74 274 295, 280.282043 59.396019, 290.384399 59.6912994, 285.482086 61.8529625, 281.295258 69.4245758, 288.484711 69.6585312, 0.158668414 -0.0202812497 -0.0146168135 0.987015367, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 75 273 295, 280.136353 59.3031693, 290.289368 59.6213226, 285.155121 62.4717979, 281.093048 69.4964371, 288.296326 69.6859436, 0.159170672 -0.0224499144 -0.0157597084 0.986869991, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 75 273 295, 280.28067 59.2466049, 290.09082 59.397934, 285.022217 61.7497406, 281.111084 69.3907013, 288.158905 69.4188232, 0.168792412 -0.0228147283 -0.0119587919 0.985315025, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 75 273 295, 279.7966 59.2052155, 290.149109 59.3895264, 284.911377 61.9694824, 280.909302 69.431221, 288.210205 69.4508667, 0.170834199 -0.0242467765 -0.00782329962 0.984970331, 1, 3, 1, 1, 1, 1, 1, 1
1, 52 75 273 296, 279.756104 58.5885925, 289.911774 59.1100845, 284.995636 61.5250778, 281.163452 68.9815903, 287.976288 69.2227783, 0.182727441 0.0029578933 -0.0179917086 0.982994497, 1, 3, 1, 1, 1, 1, 1, 1
1, 53 75 274 296, 279.847717 58.6298218, 290.283844 59.0757484, 285.035065 61.3115997, 280.910767 68.8754425, 288.027466 69.0203934, 0.194194004 -0.0361101218 -0.0181081668 0.98013103, 1, 2, 1, 1, 1, 1, 1, 2
1, 52 75 273 296, 279.627197 58.3563271, 289.830383 58.7125778, 284.644684 60.8006973, 280.959869 68.9012985, 287.943024 69.045372, 0.194888234 -0.0065242229 -0.0127321873 0.980721056, 1, 3, 1, 1, 1, 2, 1, 1
1, 52 75 272 295, 279.649078 58.2420502, 289.917938 58.540741, 284.689392 61.1590157, 280.87146 68.7531967, 288.159027 68.98526, 0.189919651 -0.0290955696 -0.00977665931 0.981319726, 1, 3, 1, 1, 1, 1, 1, 1
