sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.690562427, 2.09638619
0.651272655, 1.95068467
0.617256403, 1.73725128
0.585556448, 1.51160693
0.565660715, 1.41800797
0.541017354, 1.41802609
0.512034595, 1.21516836
0.480078489, 1.14178181
0.443730354, 1.10845566
0.408386528, 1.07565987
0.37168324, 1.03327572
0.337641865, 1.00711143
0.303554654, 0.937521577
0.275045574, 0.830865145
0.246359393, 0.771122038
0.222571626, 0.812934816
0.210324079, 0.767596781
0.209791839, 0.759770989
0.224200442, 0.79582268
0.254853129, 0.873709977
0.293676674, 0.978178799
0.337297052, 1.1180563
0.385928214, 1.26114583
0.437043488, 1.41265333
0.488528579, 1.36524069
0.543252528, 1.53799868
0.594318748, 1.72151768
0.639166772, 1.89614391
0.677121878, 2.05099535
0.70050478, 2.26280761
0.714517713, 2.37181854
0.734485149, 2.42581511
0.736986518, 2.43928719
0.730456471, 2.39389253
0.702570677, 2.30805874
0.67616415, 2.17748499
0.650151134, 1.92024672
0.609237492, 1.73911941
0.563816905, 1.56943417
0.508108079, 1.56836879
0.450747818, 1.19980001
0.396417946, 1.2848841
0.34634313, 1.0423522
0.301922292, 1.01835072
0.271812081, 0.93326062
0.257084906, 0.904623449
0.253938228, 0.911003351
0.258858472, 0.921987832
0.268010229, 0.94238025
0.279381603, 0.964826822
0.294191211, 0.97822988
0.315032631, 0.963205457
0.345472395, 1.00514174
0.380982578, 1.0901289
0.436160624, 1.34281564
0.502320588, 1.52650702
0.579218745, 1.84705424
0.633984506, 1.84529877
0.670866072, 2.27188373
0.707119346, 2.44804978
0.723746598, 2.5868094
0.737784624, 2.67981648
0.742151082, 2.74687433
0.750381827, 2.76604342
0.751233995, 2.77227545
0.753879011, 2.7426672
0.751367092, 2.71895194
0.749691486, 2.69297433
0.744152963, 2.66356564
0.739988267, 2.64945769
0.737463653, 2.62698269
0.734812617, 2.59952211
0.733704805, 2.58967638
0.735288799, 2.58716822
0.73560375, 2.57914209
0.738910198, 2.5866015
0.738019526, 2.58977103
0.739452541, 2.58975959
0.739452064, 2.59876108
0.739916921, 2.59917665
0.740223706, 2.59994721
0.739905179, 2.61716652
0.740301669, 2.63134098
0.734138966, 2.65279675
0.734453142, 2.67566442
0.738167822, 2.71617055
0.735812485, 2.71815181
0.744167626, 2.70582461
0.746558189, 2.67348838
0.742675722, 2.68103647
0.741533756, 2.63054967
0.740365446, 2.61073542
0.739279568, 2.63174081
0.734800279, 2.62033653
0.731150687, 2.52098846
0.728667378, 2.61632562
0.732015908, 2.64460015
0.735858083, 2.93471932
0.738037527, 2.95748878
0.744703352, 3.04843807
0.745118439, 3.0579102
0.747781873, 3.04796553
0.750227869, 3.04941177
0.750418127, 2.98216629
0.747392654, 3.02782559
0.748815417, 2.94565678
0.7502231, 3.0959208
0.75164789, 3.10902977
0.754755497, 3.11833334
0.753194749, 3.11955714
0.753704011, 3.11672807
0.755952477, 3.11506915
0.754384339, 3.11778617
0.753443658, 3.06318927
0.754985332, 3.07854009
0.754808426, 3.09040022
0.755381763, 3.09545302
0.75564456, 3.03986669
0.756668389, 2.69955516
0.75387162, 2.69150209
0.755780578, 2.69248128
0.755286396, 2.73473191
0.756123424, 2.76163459
0.758360267, 3.08159256
0.757560253, 2.7402184
0.756573737, 3.09874988
0.757621825, 3.10150766
0.759281099, 3.10545301
0.758521378, 2.98233342
0.757386625, 2.72697496
0.756586969, 2.95722556
0.757013977, 3.05385518
0.757446885, 3.07643914
0.75852412, 3.08538508
0.758372307, 3.09069228
0.758875251, 2.99489784
0.758691192, 2.97576165
0.758713186, 2.73424649
0.75797528, 2.73401666
0.758542836, 2.72500181
0.75767225, 2.75838304
0.759578586, 2.76029253
0.760121644, 2.98106098
0.759339988, 2.7239356
0.759549558, 2.75673223
0.758141816, 2.75847983
0.756609738, 2.86974406
0.755247116, 2.74910903
0.755486667, 2.72360921
0.75191468, 2.88974404
0.744202554, 2.84776664
0.73483181, 2.72720695
0.726311326, 2.62913203
0.706032395, 2.37162209
0.689353287, 2.17659974
0.679621458, 2.1464386
0.66477704, 1.9673022
0.66192019, 2.05139852
0.655025899, 2.04505587
0.664672315, 2.14690065
0.677065969, 2.25063372
0.689477861, 2.40112972
0.702357054, 2.50265098
0.73153019, 2.59167528
0.732797742, 2.6308589
0.743237019, 2.7127316
0.750348032, 2.7495954
0.757601202, 2.78685665
0.756816387, 2.79128814
0.753819644, 2.76837444
0.748423934, 2.75709033
0.74749583, 2.74494243
0.745613337, 2.73082352
0.742503464, 2.7170527
0.739389002, 2.69551277
0.737428486, 2.68235064
0.735738397, 2.67581272
0.733485281, 2.67132831
0.73332715, 2.66780043
0.734305263, 2.66512251
0.733888745, 2.66219091
0.7332322, 2.66446757
0.733691216, 2.66331744
0.737009346, 2.67105103
0.737098157, 2.66501021
0.737615228, 2.66965342
0.739158332, 2.6655705
0.739571333, 2.66288829
0.73954165, 2.66078424
0.736471593, 2.66031766
0.737044871, 2.6571455
0.736964405, 2.65605164
0.737799942, 2.65441942
0.738127053, 2.64862394
0.739344239, 2.64643168
0.740305126, 2.65291619
0.737293303, 2.64713883
0.735631466, 2.64793277
0.735502124, 2.64846396
0.73405987, 2.65313625
0.734574199, 2.65401936
0.734042943, 2.65985441
0.733762681, 2.66059279
0.735334575, 2.66721082
0.734489977, 2.66898155
0.734730721, 2.67401576
0.732595086, 2.67711616
0.734291852, 2.67629957
0.734019101, 2.68298221
0.733706772, 2.68430972
0.73352319, 2.69074345
0.734774351, 2.696491
0.732287765, 2.6944139
0.734778345, 2.69758654
0.735678256, 2.70426655
0.733880401, 2.70544767
