sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.695406139, 2.66694331
0.696360946, 2.66817498
0.696077704, 2.67313552
0.696505964, 2.67688727
0.695572257, 2.68395114
0.694003522, 2.68473673
0.692791879, 2.68824148
0.695022643, 2.68245554
0.693888307, 2.68420744
0.694806695, 2.70343947
0.696718633, 2.71032119
0.697141051, 2.71329641
0.696761787, 2.71717048
0.696615219, 2.713696
0.698552907, 2.71773291
0.696584821, 2.71562338
0.695810616, 2.71115685
0.695227623, 2.71641207
0.696219563, 2.71531081
0.696609318, 2.70954299
0.696603, 2.70501947
0.693799913, 2.70453453
0.705072761, 2.70413876
0.703674376, 2.70213151
0.704075634, 2.69928694
0.704292536, 2.70466328
0.703812242, 2.71053863
0.702377796, 2.7138133
0.701455414, 2.71276426
0.699786544, 2.71086597
0.699440181, 2.71201849
0.700301886, 2.70791483
0.698802531, 2.70945001
0.693672061, 2.71855402
0.694502771, 2.7214098
0.692629218, 2.71546721
0.691373944, 2.72245955
0.693118155, 2.72687769
0.692269444, 2.72807455
0.688097298, 2.72850966
0.690850317, 2.73156023
0.691035151, 2.72860837
0.689179778, 2.73643994
0.687038839, 2.7336309
0.686802685, 2.73617172
0.685963392, 2.73585892
0.685103416, 2.73732305
0.685266256, 2.73530245
0.685558319, 2.73680735
0.685701847, 2.73789716
0.686057508, 2.73586297
0.685835361, 2.7342999
0.686224759, 2.73458481
0.685419321, 2.73570442
0.685069978, 2.7354579
0.686142683, 2.73383069
0.686626792, 2.73671842
0.686884582, 2.73211312
0.686212599, 2.73583293
0.68581742, 2.73289323
0.685379744, 2.73215127
0.685289085, 2.728194
0.686029613, 2.73086405
0.684973121, 2.72816467
0.684524596, 2.73046851
0.684836447, 2.73024774
0.685604632, 2.72734022
0.687140524, 2.72974896
0.685088575, 2.72680235
0.685229421, 2.72776866
0.685619414, 2.72634768
0.685355544, 2.72398853
0.685690224, 2.72407889
0.685546935, 2.72546887
0.684193909, 2.72622538
0.686715961, 2.72345281
0.685771465, 2.72408843
0.68671602, 2.7282083
0.686413705, 2.7248106
0.687288284, 2.72837734
0.68799293, 2.73139668
0.686578631, 2.72965145
0.688988447, 2.73261356
0.691481173, 2.73256755
0.702603996, 2.72002268
0.703770399, 2.7233696
0.701810062, 2.72313881
0.702683866, 2.72296691
0.70103538, 2.71986771
0.701667249, 2.71977067
0.692434967, 2.72185469
0.700444818, 2.72294712
0.700258017, 2.72054458
0.701841772, 2.71852803
0.705230892, 2.71900058
0.705925584, 2.7131753
0.706535637, 2.71316814
0.706787527, 2.71490097
0.703053057, 2.71479344
0.705725074, 2.71106577
0.706618786, 2.71007967
0.706287682, 2.70698094
0.706858695, 2.71064138
0.70820874, 2.70930052
0.705793679, 2.70903301
0.70699358, 2.70814657
0.704885423, 2.7093401
0.706426203, 2.70770121
0.709092677, 2.70880198
0.693503797, 2.71403384
0.700566292, 2.70979357
0.702616572, 2.71343946
0.704602599, 2.7091639
0.689879894, 2.71079397
0.701458335, 2.70963621
0.699701071, 2.71153998
0.703336358, 2.70722246
0.700582325, 2.70696592
0.703335464, 2.70786881
0.702045143, 2.708143
0.705651164, 2.70627832
0.704558074, 2.71025419
0.70759356, 2.70868278
0.703381062, 2.70670295
0.704584062, 2.70904732
0.705737293, 2.70887232
0.688251793, 2.70597863
0.704365671, 2.70415568
0.703119814, 2.70406508
0.700808465, 2.70478439
0.700755, 2.70569873
0.698111534, 2.70369029
0.698756099, 2.70143771
0.697926521, 2.70075703
0.703265429, 2.70056915
0.700647116, 2.69709206
0.70072335, 2.70178509
0.701761901, 2.70192003
0.703132868, 2.7003932
0.703260958, 2.70280981
0.700677335, 2.68349576
0.701398253, 2.68691373
0.703176081, 2.68767571
0.702365041, 2.68734193
0.700961888, 2.68001771
0.701413274, 2.66992593
0.704505503, 2.67619276
0.70266223, 2.6690011
0.702413261, 2.67224479
0.704475701, 2.67773604
0.702234864, 2.67968345
0.703374922, 2.68090463
0.703540742, 2.68250227
0.700749576, 2.67245579
0.700758636, 2.67698717
0.700011134, 2.66834354
0.703157187, 2.67119002
0.697457373, 2.66766691
0.699373543, 2.67420602
0.700351596, 2.6700356
0.697691441, 2.67941928
0.700896561, 2.67503667
0.700553954, 2.67861629
0.700408876, 2.6855948
0.704026103, 2.67983675
0.70343399, 2.68183994
0.699125051, 2.67245626
0.70110333, 2.66630793
0.696183503, 2.66804385
0.702390909, 2.6522789
0.704679132, 2.65174389
0.704730034, 2.65396023
0.703194797, 2.64847803
0.703232467, 2.62607741
0.703075349, 2.61961722
0.703196347, 2.60077786
0.703604579, 2.60120511
0.705411017, 2.59975719
0.706756592, 2.59736252
0.705210924, 2.58355188
0.706000507, 2.5831635
0.707203507, 2.57567549
0.707474649, 2.56883359
0.704812884, 2.56975007
0.705228269, 2.56155586
0.705112755, 2.56507111
0.705961287, 2.55352783
0.705785811, 2.55227828
0.705607891, 2.54615283
0.705224037, 2.54265404
0.70506525, 2.54222465
0.705734313, 2.53950047
0.706314385, 2.54108763
0.705491781, 2.54148555
0.705537081, 2.54326534
0.704433322, 2.54131532
0.703943968, 2.54606915
0.704112589, 2.55921125
0.705653608, 2.57006884
0.705079317, 2.56743097
0.705520153, 2.58049059
0.706340373, 2.57807684
0.706008196, 2.57850695
0.700667441, 2.58282757
0.701500833, 2.58104134
0.703324199, 2.58297229
0.702683806, 2.58689237
0.703374445, 2.58833218
0.702869296, 2.59084082
0.703806579, 2.61148357
0.70101577, 2.60859299
0.701339483, 2.60982585
0.700360119, 2.61328268
0.700765848, 2.61493587
0.703469157, 2.63072991
0.702918053, 2.63172555
0.701525331, 2.63311052
0.695678174, 2.6467545
0.696307063, 2.65560555
0.694446385, 2.65906453
0.695033014, 2.64832878
0.695085347, 2.64493251
0.696842968, 2.65004945
0.695316136, 2.65326309
0.697149158, 2.65448308
0.696234047, 2.64836049
0.695029318, 2.64051247
0.694843292, 2.643013
0.694106817, 2.63774157
0.695991397, 2.64479089
0.696332574, 2.6429112
0.696680903, 2.64029622
0.698000073, 2.63908124
0.700001061, 2.64534402
0.699820697, 2.63952255
0.699208438, 2.64061856
0.699584782, 2.64560866
0.698348343, 2.65107965
0.697965562, 2.65694714
0.697254598, 2.66033387
0.697411656, 2.66557407
0.696709335, 2.66476607
0.6976071, 2.66548157
0.694978297, 2.66264701
0.697868645, 2.66181064
0.695134699, 2.66897488
0.697933853, 2.65964174
0.698004842, 2.68853474
0.69791466, 2.69984794
0.697395861, 2.65241885
0.696160793, 2.64832497
0.693107545, 2.6436913
0.693654835, 2.62989116
0.690079689, 2.61703563
0.68627274, 2.66512418
0.682678521, 2.60447693
0.68122071, 2.62004709
0.680707872, 2.64712524
0.679797292, 2.70989513
0.679614842, 2.76169658
0.677347124, 2.61665463
0.676273465, 2.66749835
0.67723763, 2.68796325
0.676870644, 2.69143581
0.678775191, 2.78881073
0.634330034, 2.77636504
0.598185122, 2.68276811
0.615512013, 2.71218491
0.621648192, 2.72401071
0.615247905, 2.73597193
0.604561031, 2.73788285
