sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.638233244, 1.93611693
0.638965964, 1.94099748
0.638978779, 1.93891776
0.635962307, 1.95116496
0.535862327, 1.73757505
0.542519271, 1.7184751
0.540023386, 1.74984217
0.536211729, 1.75389481
0.539208949, 1.71817124
0.539715052, 1.74999285
0.538017213, 1.75689805
0.538800359, 1.76131976
0.539743185, 1.76363134
0.533895433, 1.76359093
0.540405452, 1.76249087
0.541539013, 1.76738298
0.544267058, 1.80144334
0.548538268, 1.80943632
0.546181679, 1.81580043
0.5431059, 1.79160416
0.54442662, 1.79270363
0.651234269, 2.57287621
0.648496628, 2.57008052
0.64854753, 2.56810522
0.647592962, 2.56498957
0.648427486, 2.56375098
0.647436798, 2.55382824
0.646651745, 2.54646635
0.647855401, 2.54592729
0.64938432, 2.54609919
0.647914588, 2.54741168
0.648904681, 2.54671836
0.647358239, 2.54003429
0.647357166, 2.54061723
0.648109555, 2.54305196
0.648329437, 2.54200125
0.647861838, 2.53626537
0.645496786, 2.53817654
0.647479415, 2.53963423
0.645586729, 2.53821945
0.646841466, 2.54300141
0.646853089, 2.5482471
0.646451354, 2.54202771
0.647570789, 2.54858017
0.645570636, 2.54657006
0.646909773, 2.54856443
0.646300673, 2.54602861
0.646618903, 2.54503751
