sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.541496336, 1.48834944
0.546907067, 1.50234473
0.548161149, 1.54608572
0.549669325, 1.49771214
0.551067472, 1.58708119
0.551043808, 1.5885458
0.550089478, 1.59407341
0.552439094, 1.59533238
0.554270029, 1.59543276
0.552599132, 1.64504337
0.551116228, 1.49492145
0.550599217, 1.60643578
0.554211617, 1.56161201
0.554016232, 1.56932378
0.553121626, 1.54793417
0.5526492, 1.54031718
0.548355818, 1.53551257
0.545036495, 1.52639747
0.54458499, 1.51220059
0.544350743, 1.50169981
0.544303596, 1.49555099
0.543933094, 1.51050293
0.544443727, 1.5210619
0.548560023, 1.52969992
0.5497123, 1.54206336
0.552503765, 1.57742918
0.553115308, 1.58124852
0.554461539, 1.57733238
0.557304442, 1.58573222
0.557693541, 1.58095562
0.5570755, 1.57610381
0.554837823, 1.5778513
0.554318488, 1.56909454
0.553439736, 1.55686963
0.552510619, 1.56207407
0.551199317, 1.5586071
0.550860286, 1.55431843
0.550783694, 1.56622124
0.549512804, 1.57261765
0.550480783, 1.57382727
0.550179482, 1.57267332
0.548656881, 1.57621491
0.548326015, 1.57480586
