sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.550003529, 1.58285296
0.550728202, 1.59305418
0.552071929, 1.59043753
0.55244416, 1.54217362
0.552694678, 1.60476625
0.55419445, 1.61101091
0.554384112, 1.61922038
0.558291078, 1.62680078
0.558119178, 1.62834191
0.55868113, 1.62613988
0.558730662, 1.61893642
0.556433618, 1.61759686
0.556623936, 1.61751246
0.55679673, 1.61766088
0.553846419, 1.61687374
0.551527858, 1.61299622
0.553152323, 1.59969234
0.551347733, 1.59256232
0.551868141, 1.58725417
0.551896334, 1.59743047
0.551268041, 1.57976317
0.551216125, 1.57701588
0.554730475, 1.63407338
0.554966867, 1.6246953
0.556588292, 1.63424778
0.557813406, 1.58350492
0.558377922, 1.60048032
0.555498779, 1.63202786
0.554310441, 1.55128467
0.553844035, 1.63086855
0.551896274, 1.61878943
0.550641179, 1.6038698
0.552036405, 1.58555484
0.548501253, 1.58154464
0.547681868, 1.57936323
0.546052158, 1.57943833
0.545956433, 1.58965313
0.547921598, 1.60947609
