sep=, 
Hand-Neck Distance (m), Elbow Angle (rad)
0.706927359, 1.86725318
0.6979298, 1.82145989
0.702918112, 1.86881042
0.701379836, 1.86309421
0.69844377, 1.84921646
0.698760569, 1.84356165
0.697919965, 1.79811001
0.693858624, 1.80698049
0.69334811, 1.81937468
0.695180178, 1.86530101
0.694273829, 1.88865781
0.695642352, 1.88456047
0.697311163, 1.85759878
0.694632411, 1.74611425
0.705746472, 1.87548745
0.695634127, 1.88239813
0.694834113, 1.86974061
0.690006077, 1.54841244
0.689503074, 1.78143597
0.689118922, 1.77388668
0.688912451, 1.6678431
0.67995429, 1.74528778
0.67160219, 1.63458943
0.670821428, 1.70385265
0.673270166, 1.79293978
0.680845082, 1.75263965
0.678281248, 1.76979721
0.683910906, 1.77114403
0.684632957, 1.8468982
0.684800625, 1.82504356
0.68135941, 1.80850792
0.683103323, 1.76424325
0.683059633, 1.82458794
0.677074373, 1.75581801
0.678733587, 1.52217698
0.675173223, 1.7474792
0.67351228, 1.73228586
0.667721808, 1.74216294
0.669159353, 1.77857304
0.668518603, 1.82311749
0.669191122, 1.78356755
0.667679727, 1.8535496
0.670458376, 1.82385039
