sep=, 
InInfraredSpace, Bounding Box, FacePoint 0, FacePoint 1, FacePoint 2, FacePoint 3, FacePoint 4, FaceRotation, FaceProperty 0, FaceProperty 1, FaceProperty 2, FaceProperty 3, FaceProperty 4, FaceProperty 5, FaceProperty 6, FaceProperty 7, 
1, 164 196 266 298, 274.94931 174.775269, 291.101288 175.45697, 281.049194 180.264114, 276.176331 189.746368, 286.86084 190.414474, 0.147723034 0.0667245463 -0.0329067819 0.986226559, 1, 2, 3, 1, 1, 1, 3, 2
1, 163 196 266 299, 274.73053 174.488373, 292.560059 176.111313, 281.977722 180.621201, 276.742035 189.899414, 288.647552 190.688385, 0.143221825 0.0562144108 -0.0302515849 0.987629592, 1, 3, 3, 1, 1, 1, 3, 1
1, 161 196 267 301, 276.694885 174.081329, 293.773834 176.916656, 282.158936 180.965195, 276.609924 189.120819, 288.246765 190.59259, 0.148219198 0.082260482 -0.0766837373 0.982539535, 1, 2, 3, 1, 1, 1, 3, 2
1, 164 194 268 299, 278.68573 173.73999, 295.424377 177.662369, 284.495117 181.158783, 277.790527 189.239563, 288.241943 191.400681, 0.14988862 0.0331645347 -0.109678999 0.982040823, 1, 2, 3, 1, 1, 2, 3, 2
1, 163 197 268 302, 280.497284 174.484192, 296.968506 179.479797, 284.803711 181.859406, 277.971832 189.96196, 289.176758 193.066833, 0.14966853 0.072317794 -0.144652188 0.975420594, 2, 2, 3, 1, 1, 2, 3, 2
1, 164 198 269 304, 282.579224 175.582367, 298.576477 181.421402, 286.305603 183.045029, 278.492371 189.91803, 288.670135 193.260071, 0.164993435 0.0501452722 -0.200542837 0.96438849, 2, 2, 3, 1, 1, 3, 3, 2
1, 166 199 271 304, 283.517395 174.078156, 300.300079 180.966797, 287.61557 183.023407, 279.895691 190.008057, 289.611572 194.170166, 0.164458245 0.0389939919 -0.200904921 0.964919746, 1, 2, 3, 1, 1, 2, 3, 2
1, 167 201 272 306, 293.389893 178.710144, 304.312256 179.39502, 301.428162 185.750259, 296.636841 192.807007, 303.470001 192.91333, -0.355974972 -0.203076288 0.0813307911 0.908530235, 0, 1, 0, 0, 0, 0, 0, 3
1, 167 201 273 307, 293.272827 181.999405, 306.054474 183.438446, 302.863098 188.950272, 297.320251 195.005157, 306.047119 195.790924, -0.42937541 -0.250238568 0.159006536 0.853073537, 0, 1, 0, 0, 0, 0, 0, 3
1, 169 201 273 305, 284.2966 179.873077, 298.942932 182.495987, 287.144135 186.51123, 282.310883 193.723389, 292.495026 195.168533, -0.0428317487 0.151105434 -0.0830857754 0.984088004, 2, 1, 3, 1, 1, 1, 3, 3
