sep=, 
InInfraredSpace, Bounding Box, FacePoint 0, FacePoint 1, FacePoint 2, FacePoint 3, FacePoint 4, FaceRotation, FaceProperty 0, FaceProperty 1, FaceProperty 2, FaceProperty 3, FaceProperty 4, FaceProperty 5, FaceProperty 6, FaceProperty 7, 
1, 75 118 243 287, 255.526581 89.2464371, 275.989563 88.7360687, 263.575958 94.7280655, 258.820435 108.66787, 272.984924 107.832336, 0.195766643 0.0787488669 0.000266940333 0.977483511, 1, 2, 3, 1, 1, 2, 2, 2
1, 75 117 246 288, 255.749847 89.0430756, 276.463654 88.8105011, 265.049194 95.0229797, 259.502899 107.850349, 273.635254 107.762985, 0.195927575 0.0338708162 0.0045620231 0.980022669, 1, 3, 3, 1, 1, 1, 2, 1
1, 77 117 247 287, 258.56134 89.2208252, 279.537354 89.8703918, 268.540741 95.7728729, 259.653412 108.828003, 275.873657 109.735191, 0.194306567 -0.00619230419 -0.0214486066 0.980686784, 1, 3, 3, 3, 1, 1, 3, 1
1, 78 118 250 291, 261.886139 88.055069, 282.307953 89.3188782, 273.488159 95.3240204, 266.240326 107.5158, 281.858276 108.214653, 0.178714365 -0.0221039299 0.0309176929 0.983166695, 1, 3, 3, 3, 1, 2, 3, 1
1, 75 118 253 296, 265.674255 88.1400604, 285.788727 91.9505615, 277.644409 96.2234039, 267.470856 107.942741, 281.595947 110.030899, 0.213609949 -0.0880290493 -0.0195788369 0.972747803, 0, 1, 0, 0, 0, 0, 0, 2
1, 53 112 251 310, 269.904541 88.7539444, 290.592957 93.0457993, 283.763916 96.1829987, 270.542175 108.223564, 285.635101 111.450294, 0.220225647 -0.154466093 -0.0163864233 0.963001728, 1, 1, 1, 1, 1, 1, 1, 1
1, 75 122 257 304, 274.91864 87.9728928, 295.306519 93.2914124, 288.325928 97.5548096, 275.39978 107.695335, 289.346008 111.214996, 0.253257215 -0.169884115 -0.0244527198 0.95205164, 1, 1, 1, 1, 1, 1, 1, 1
1, 75 122 259 306, 279.194275 87.6364517, 297.817627 91.7403717, 292.243958 95.5879974, 279.951447 105.094109, 293.135223 107.772499, 0.262984872 -0.185581207 0.00159728155 0.946781874, 0, 1, 0, 0, 0, 0, 0, 3
1, 73 120 263 310, 280.578979 89.227272, 302.027618 93.3565903, 296.859772 97.3017426, 283.13092 106.252205, 298.508118 109.623146, 0.303413689 -0.210029811 0.00383742899 0.929415345, 0, 1, 0, 0, 0, 0, 0, 3
1, 76 123 264 311, 283.621704 89.0927811, 299.725372 94.5107803, 297.028015 98.2447662, 283.824585 106.206497, 295.302185 109.918678, 0.343102962 -0.307595164 -0.0227712914 0.887213051, 0, 1, 0, 0, 0, 0, 0, 3
