sep=, 
InInfraredSpace, Bounding Box, FacePoint 0, FacePoint 1, FacePoint 2, FacePoint 3, FacePoint 4, FaceRotation, FaceProperty 0, FaceProperty 1, FaceProperty 2, FaceProperty 3, FaceProperty 4, FaceProperty 5, FaceProperty 6, FaceProperty 7, 
1, 77 118 246 287, 255.475174 89.9115448, 276.223969 88.4493256, 264.388 94.1860046, 259.703369 108.90493, 272.977844 107.89341, 0.207911387 0.0436757617 0.017989777 0.977006495, 1, 2, 3, 1, 1, 1, 3, 2
1, 72 116 244 287, 256.295441 90.3665314, 277.392426 89.0737686, 264.52124 94.9570084, 257.684937 108.19136, 272.835358 107.789093, 0.213387519 0.0480922423 -0.0167137962 0.975640059, 1, 2, 3, 1, 1, 1, 3, 2
1, 75 118 246 289, 256.962646 89.2135925, 277.726074 89.2630844, 265.629456 94.9088287, 260.479614 108.887871, 273.665771 108.434044, 0.201720029 0.0246113744 -0.00338979624 0.979128003, 1, 3, 3, 1, 1, 2, 3, 1
1, 75 118 247 290, 259.502625 88.7457352, 279.976288 89.5100708, 266.952332 94.4211273, 261.395386 108.129738, 274.39624 109.102486, 0.204126626 0.0583067089 -0.0446697995 0.976185143, 1, 2, 3, 1, 1, 2, 3, 2
1, 76 119 247 290, 262.362366 88.6194611, 283.04541 91.1747818, 269.300262 95.6006699, 262.574677 108.828102, 275.619629 110.592117, 0.207182974 0.0745507404 -0.0856361389 0.971691251, 1, 2, 3, 3, 1, 2, 3, 2
1, 77 118 253 294, 265.147705 88.4362183, 284.595886 92.7212067, 271.039551 95.3770981, 263.013794 108.584778, 275.635132 111.306435, 0.197056323 0.0620865896 -0.130797163 0.969642222, 1, 2, 3, 2, 1, 2, 3, 2
1, 76 121 253 298, 268.326202 87.594162, 288.034149 94.1619034, 274.447052 96.0129089, 264.413544 107.140945, 276.569489 111.610603, 0.199436888 0.0102746338 -0.180238247 0.963137329, 1, 2, 3, 1, 1, 2, 3, 2
1, 74 121 255 302, 271.906006 88.3457489, 291.384125 96.9406967, 278.729492 97.407959, 266.071228 107.698128, 279.216644 113.740181, 0.20901525 -0.0301831216 -0.20307228 0.956118882, 2, 2, 3, 1, 1, 2, 3, 2
1, 76 120 259 303, 274.979279 88.7187042, 292.631195 98.65242, 280.565521 96.3585281, 268.898193 106.900101, 282.662079 114.304428, 0.21439743 0.0127911307 -0.220560536 0.951432228, 3, 2, 3, 1, 1, 2, 3, 2
1, 78 125 256 303, 283.537598 94.5427094, 297.666809 95.6916046, 293.529602 104.396225, 287.558289 110.970009, 296.147095 111.045189, -0.246175647 -0.190131545 0.101211183 0.944988847, 0, 1, 0, 0, 0, 0, 0, 3
1, 77 122 260 305, 276.981812 88.520874, 293.861237 98.1353073, 282.27298 98.1341171, 269.486542 108.226242, 281.043243 115.062851, 0.180750489 -0.0591130666 -0.243507892 0.951072454, 2, 2, 3, 1, 1, 2, 3, 2
1, 78 121 260 304, 283.731934 92.283783, 297.637939 98.3793411, 292.342529 103.662117, 277.998871 109.958954, 288.240051 115.165955, 0.0899980664 -0.273752242 -0.140170693 0.947265565, 0, 1, 0, 0, 0, 0, 0, 3
1, 79 121 259 301, 288.6698 95.9107361, 302.398621 96.272522, 300.484131 105.961838, 289.869263 115.405441, 300.320038 116.270302, -0.336111367 -0.347738147 0.0612045676 0.873133063, 1, 1, 1, 1, 1, 1, 1, 1
